Appellation officielle,Dénomination principale,Secteur Public/Privé,Code postal,lat,lon
Ecole maternelle Les Grandes Varennes La Rochelle,ECOLE MATERNELLE PUBLIQUE,Public,17000,46.17143971357178,-1.1785697144072533
Ecole maternelle Bernard Palissy La Rochelle,ECOLE MATERNELLE D APPLICATION,Public,17000,46.16983290801805,-1.1631006364884229
Ecole maternelle La Clairière René Coty Royan,ECOLE MATERNELLE PUBLIQUE,Public,17200,45.620797625647256,-1.0116002179168004
Ecole maternelle St Martin de Coux,ECOLE MATERNELLE PUBLIQUE,Public,17360,45.14638529634835,-0.10871983837783009
Ecole primaire St Pierre du Palais,ECOLE PRIMAIRE PUBLIQUE,Public,17270,45.165516436865,-0.15661028417263304
Ecole maternelle Aulnay,ECOLE MATERNELLE PUBLIQUE,Public,17470,46.0236866814597,-0.3492101512174504
Ecole élémentaire St Clément les Baleines,ECOLE ELEMENTAIRE PUBLIQUE,Public,17590,46.22803471526022,-1.5427000489873868
Ecole primaire St Crépin,ECOLE PRIMAIRE,Public,17380,46.004520600360166,-0.7327859220902867
Ecole primaire Ste Gemme,ECOLE PRIMAIRE PUBLIQUE,Public,17250,45.7719570314593,-0.8892504613241765
Ecole primaire Jules Ferry St Germain de Lusignan,ECOLE PRIMAIRE PUBLIQUE,Public,17500,45.44982582142521,-0.46048971054702725
Ecole primaire St Pierre la Noue St Germain de Marencennes,ECOLE PRIMAIRE PUBLIQUE,Public,17700,46.07847122849009,-0.7944671684022685
Ecole primaire St Jean de Liversay,ECOLE PRIMAIRE PUBLIQUE,Public,17170,46.27206776672851,-0.8706300965162199
Ecole primaire Ste Lheurine,ECOLE PRIMAIRE PUBLIQUE,Public,17520,45.53142598316647,-0.3652796446786142
Ecole élémentaire La Genette La Rochelle,ECOLE ELEMENTAIRE PUBLIQUE,Public,17000,46.15935371805719,-1.1679198249843632
Ecole élémentaire Descartes La Rochelle,ECOLE ELEMENTAIRE PUBLIQUE,Public,17000,46.16139736129138,-1.1789994185040653
Ecole élémentaire Simone Veil La Rochelle,ECOLE ELEMENTAIRE PUBLIQUE,Public,17000,46.17457343386408,-1.1474497077231685
Ecole primaire Réaumur La Rochelle,ECOLE PRIMAIRE PUBLIQUE,Public,17000,46.1635624346979,-1.1547496100991277
Ecole élémentaire Pierre Loti La Rochelle,ECOLE ELEMENTAIRE PUBLIQUE,Public,17000,46.162833385193956,-1.1761201602931477
Ecole élémentaire Josué Valin La Rochelle,ECOLE ELEMENTAIRE PUBLIQUE,Public,17000,46.15752612940727,-1.1483906114333056
Ecole primaire St Christophe,ECOLE PRIMAIRE PUBLIQUE,Public,17220,46.14587969171754,-0.9469903486595664
Ecole élémentaire Joseph Deplanne Le Thou,ECOLE PRIMAIRE,Public,17290,46.08437575357817,-0.9205702270033176
Ecole élémentaire Le Marouillet Yves,ECOLE ELEMENTAIRE PUBLIQUE,Public,17340,46.04156941814344,-1.0456201826414273
Ecole primaire Descartes Port des Barques,ECOLE PRIMAIRE PUBLIQUE,Public,17730,45.94782333524341,-1.082649832282693
Ecole maternelle Le Grand Village,ECOLE MATERNELLE PUBLIQUE,Public,17370,45.862467210278744,-1.2401400556657607
Ecole élémentaire Saint-Exupéry Rochefort,ECOLE ELEMENTAIRE PUBLIQUE,Public,17300,45.95151083635477,-0.9752105658614038
Ecole primaire Libération Rochefort,ECOLE PRIMAIRE PUBLIQUE,Public,17300,45.951742616358715,-0.9430105529260013
Ecole élémentaire Edouard Herriot Rochefort,ECOLE ELEMENTAIRE PUBLIQUE,Public,17300,45.93423002602356,-0.9652494060878571
Ecole élémentaire Le Petit Prince Montlieu la Garde,ECOLE ELEMENTAIRE PUBLIQUE,Public,17210,45.245807191126296,-0.25472064636774533
Ecole primaire Moragne,ECOLE PRIMAIRE PUBLIQUE,Public,17430,45.97238044305267,-0.8039002136802275
Ecole élémentaire Alain Devaud Nieul sur Mer,ECOLE ELEMENTAIRE PUBLIQUE,Public,17137,46.20648640044766,-1.1783406267814618
Ecole primaire Nieulle sur Seudre,ECOLE PRIMAIRE PUBLIQUE,Public,17600,45.75301936801595,-1.0024806308936767
Ecole primaire Germignac,ECOLE PRIMAIRE PUBLIQUE,Public,17520,45.571912330221934,-0.3367695978754704
Ecole élémentaire Octave Chesse La Grève sur le Mignon,ECOLE ELEMENTAIRE PUBLIQUE,Public,17170,46.24903924215305,-0.7645401127314767
Ecole primaire du Bois Hardy Marsais,ECOLE PRIMAIRE PUBLIQUE,Public,17700,46.12715395549713,-0.6349816548237245
Ecole élémentaire Courçon,ECOLE ELEMENTAIRE PUBLIQUE,Public,17170,46.24158271161722,-0.8053904965511166
Ecole élémentaire Marcelle Nadaud Cozes,ECOLE ELEMENTAIRE PUBLIQUE,Public,17120,45.581538966323926,-0.8301899592441804
Ecole primaire Croix Chapeau,ECOLE PRIMAIRE PUBLIQUE,Public,17220,46.110109747353086,-1.0075298518181373
Ecole élémentaire Paul Eluard Dompierre sur Mer,ECOLE ELEMENTAIRE PUBLIQUE,Public,17139,46.1869990376315,-1.0556604038642121
Ecole primaire Forges,ECOLE PRIMAIRE PUBLIQUE,Public,17290,46.10501330462342,-0.8967900531719072
Ecole élémentaire Bussac Forêt,ECOLE ELEMENTAIRE PUBLIQUE,Public,17210,45.21338192271174,-0.3690300421914807
Ecole primaire Chaillevette,ECOLE PRIMAIRE PUBLIQUE,Public,17890,45.73178242118629,-1.0699404498092187
Ecole élémentaire Aigrefeuille d'Aunis,ECOLE ELEMENTAIRE PUBLIQUE,Public,17290,46.11715368081659,-0.9388096849816562
Ecole élémentaire Joséphine Baker Andilly,ECOLE ELEMENTAIRE PUBLIQUE,Public,17230,46.25369593057213,-1.0256294610826793
Ecole primaire Chepniers,ECOLE PRIMAIRE PUBLIQUE,Public,17210,45.256922621794544,-0.3107300251887617
Ecole élémentaire Chevanceaux,ECOLE ELEMENTAIRE PUBLIQUE,Public,17210,45.30247039875321,-0.2326501870429584
Ecole élémentaire Bouhet,ECOLE ELEMENTAIRE PUBLIQUE,Public,17540,46.160605107451666,-0.8607900910349308
Ecole maternelle Léo Lagrange Saintes,ECOLE MATERNELLE PUBLIQUE,Public,17100,45.73816030352402,-0.6203601648197461
Ecole maternelle Les Jacobins Saintes,ECOLE MATERNELLE PUBLIQUE,Public,17100,45.74553436766624,-0.6333194518169862
Ecole maternelle Léon Gambetta Saujon,ECOLE MATERNELLE PUBLIQUE,Public,17600,45.67135580581389,-0.9271101012282059
Ecole primaire Les Petits Carrelets Meschers sur Gironde,ECOLE PRIMAIRE,Public,17132,45.559708790403526,-0.9517602938496978
Ecole primaire privée Jeanne d'Arc,ECOLE PRIMAIRE PRIVEE,Privé,17700,46.10477175666797,-0.7529740282262929
Ecole primaire privée Sainte Sophie,ECOLE PRIMAIRE PRIVEE,Privé,17400,45.94630810021113,-0.5250293579839268
Ecole primaire privée Sainte Marie Saint Jean-Baptiste,ECOLE PRIMAIRE PRIVEE,Privé,17200,45.62894724066488,-0.9959599663109052
Ecole primaire privée Fénelon Notre Dame 2,ECOLE PRIMAIRE PRIVEE,Privé,17140,46.19010138852525,-1.1591095845998338
Ecole primaire privée Notre-Dame La Providence,ECOLE PRIMAIRE PRIVEE,Privé,17160,45.867034907615505,-0.3181158620896732
Ecole primaire privée Notre-Dame de Nazareth,ECOLE PRIMAIRE PRIVEE,Privé,17120,45.581074125182994,-0.836389670107852
Ecole maternelle Aigrefeuille,ECOLE MATERNELLE PUBLIQUE,Public,17290,46.117350343643395,-0.937559734277189
Ecole maternelle Condorcet La Rochelle,ECOLE MATERNELLE PUBLIQUE,Public,17000,46.15318529926202,-1.1197405126895508
Ecole élémentaire Roger Pérat Saintes,ECOLE ELEMENTAIRE PUBLIQUE,Public,17100,45.73146461683218,-0.6416699133232916
Ecole primaire l'Yeuse Royan,ECOLE PRIMAIRE,Public,17200,45.626003056308605,-1.0073705776050013
Ecole primaire Brunet Ars en Ré,ECOLE PRIMAIRE PUBLIQUE,Public,17590,46.20872480730294,-1.514630349430929
Ecole élémentaire Condorcet La Rochelle,ECOLE ELEMENTAIRE PUBLIQUE,Public,17000,46.153031922327926,-1.1197925641941817
Ecole primaire Thairé,ECOLE PRIMAIRE PUBLIQUE,Public,17290,46.076527672086804,-0.9988004200643091
Ecole primaire Tesson,ECOLE PRIMAIRE PUBLIQUE,Public,17460,45.63082684259529,-0.6528400138711703
Ecole maternelle Chevanceaux,ECOLE MATERNELLE PUBLIQUE,Public,17210,45.30410094928212,-0.23264011554939573
Ecole maternelle Cormier Saintes,ECOLE MATERNELLE PUBLIQUE,Public,17100,45.74898401376827,-0.6129100440278527
Ecole élémentaire Médis,ECOLE ELEMENTAIRE PUBLIQUE,Public,17600,45.6424853511968,-0.9662305802848636
Ecole primaire Lucien Robin St Palais sur Mer,ECOLE PRIMAIRE PUBLIQUE,Public,17420,45.64903712272865,-1.0815302206893942
Ecole primaire Les Grandes Rivières Ste Soulle,ECOLE PRIMAIRE PUBLIQUE,Public,17220,46.181451714343325,-1.0436799932652958
Ecole primaire Breuil Magné,ECOLE PRIMAIRE PUBLIQUE,Public,17870,45.98229546481061,-0.9575597083073958
Collège Pertuis d'Antioche,COLLEGE,Public,17310,45.94492197985421,-1.3102599667986674
Ecole maternelle Paul Laidet Le Bois Plage en Ré,ECOLE MATERNELLE PUBLIQUE,Public,17580,46.1823669335259,-1.3905297989770316
Ecole maternelle Jacques Prévert Dompierre sur Mer,ECOLE MATERNELLE PUBLIQUE,Public,17139,46.1884565855794,-1.0606705245565964
Ecole élémentaire Jean Jaurès Saintes,ECOLE ELEMENTAIRE PUBLIQUE,Public,17100,45.73768640020697,-0.646520048235597
Ecole primaire Vaux sur Mer,ECOLE PRIMAIRE,Public,17640,45.637862685003725,-1.062799632156793
Ecole primaireTugeras St Maurice,ECOLE PRIMAIRE PUBLIQUE,Public,17130,45.35969590342013,-0.4090802725034484
Lycée professionnel Rompsay,LYCEE PROFESSIONNEL,Public,17012,46.16162196382434,-1.1280503430065405
Ecole maternelle St Agnant,ECOLE MATERNELLE PUBLIQUE,Public,17620,45.87128280905749,-0.9626797917442149
Maison Familiale Rurale de Chevanceaux - forêts,MAISON FAMILIALE RURALE,Privé,17210,45.30299437601635,-0.23326036632412067
Ecole primaire Moëze,ECOLE PRIMAIRE PUBLIQUE,Public,17780,45.903721817995084,-1.0373096348931596
Section d'enseignement professionnel du Lycée Hôtelier,SECTION ENSEIGNT PROFESSIONNEL,Public,17022,46.1429664076972,-1.15961061037479
Ecole maternelle Fontcouverte,ECOLE MATERNELLE PUBLIQUE,Public,17100,45.771121271165825,-0.5846704374255757
Lycée technologique de La Mer et du Littoral,LYCEE TECHNOLOGIQUE,Public,17560,45.84674464949382,-1.1570495790048279
"Lycée polyvalent Marcel Dassault - Lycée des métiers de la plasturgie, de la productique et de l'outillage",LPO LYCEE DES METIERS,Public,17300,45.94751268627171,-0.9589993914788526
Section d'enseignement professionnel du Lycée privé Fénelon Notre Dame,SECTION ENSEIGT PROFES PRIVEE,Privé,17005,46.1652442222621,-1.15031015056318
Ecole élémentaire privée hors contrat l'île aux enfants,ECOLE ELEMENTAIRE PRIVEE HORS CONTRAT,Privé,17100,45.73226485969878,-0.679744983675027
Ecole technique privée Adoranature,ECOLE 2D DEGRE PROF.PRIVEE,Privé,17100,45.746824254737724,-0.6255399305164165
Ecole élémentaire privée hors contrat L'Ecole des Explorateurs,ECOLE ELEMENTAIRE PRIVEE HORS CONTRAT,Privé,17600,45.7687360571854,-0.9778195403496254
Ecole élémentaire le Vivier Périgny,ECOLE ELEMENTAIRE PUBLIQUE,Public,17180,46.15471515620017,-1.0847918039149487
Lycée général privé hors contrat La Passerelle,ECOLE 2D DEGRE GENERAL PRIVEE,Privé,17810,45.73035078299738,-0.7190141580817512
Collège Jules Ferry,COLLEGE,Public,17260,45.571426030913464,-0.6690602314405871
Lycée professionnel Pierre Doriole - Lycée des métiers des services à la personne et aux entreprises,LP LYCEE DES METIERS,Public,17012,46.161757218814316,-1.1240805196560164
Ecole primaire Néré,ECOLE PRIMAIRE PUBLIQUE,Public,17510,45.97783962827523,-0.23866020027098953
Collège,COLLEGE,Public,17360,45.164410187508324,-0.022409797428251665
Lycée général et technologique Bernard Palissy,LYCEE GENERAL ET TECHNOLOGIQUE,Public,17107,45.73503489068187,-0.6145802387898329
Collège Edgar Quinet,COLLEGE,Public,17107,45.736004222229255,-0.6516998885869859
Ecole primaire St Georges de Longuepierre,ECOLE PRIMAIRE PUBLIQUE,Public,17470,46.04029810235622,-0.3943895343885855
Ecole primaire St Pierre de Juillers,ECOLE PRIMAIRE PUBLIQUE,Public,17400,45.94150489168548,-0.38735021151509913
Collège Frédéric et Irène Joliot-Curie,COLLEGE,Public,17430,45.94577986347289,-0.8912702144629647
Collège La Fontaine,COLLEGE,Public,17210,45.243616464605076,-0.24840192968619432
Lycée professionnel Bernard Palissy,LYCEE PROFESSIONNEL,Public,17107,45.73513477620007,-0.6152600133541817
Section enseignement professionnel du Lycée Emile Combes,SECTION ENSEIGNT PROFESSIONNEL,Public,17800,45.57804624630015,-0.5503404630861748
Ecole maternelle La Taillée Saujon,ECOLE MATERNELLE PUBLIQUE,Public,17600,45.675856202507276,-0.9276894461164903
Section d'enseignement général et professionnel adapté du Collège Albert Camus,SEGPA,Public,17001,46.14500827638482,-1.1408104661973943
Ecole élémentaire Poursay Garnaud,ECOLE ELEMENTAIRE PUBLIQUE,Public,17400,45.952895478515394,-0.46085987589760735
Ecole primaire St Julien de l'Escap,ECOLE PRIMAIRE PUBLIQUE,Public,17400,45.93145733757149,-0.4882099608813191
Ecole élémentaire J. Lartigue St Hilaire de Villefranche,ECOLE ELEMENTAIRE PUBLIQUE,Public,17770,45.85268437430769,-0.5282299071795731
Ecole élémentaire Aumagne,ECOLE ELEMENTAIRE PUBLIQUE,Public,17770,45.880195404816895,-0.4090695012984537
Ecole primaire Emile Combes Gémozac,ECOLE PRIMAIRE PUBLIQUE,Public,17260,45.56958992050081,-0.673800444127219
Ecole élémentaire Rétaud,ECOLE ELEMENTAIRE PUBLIQUE,Public,17460,45.67950716582982,-0.7270503119738665
Ecole élémentaire Avy,ECOLE ELEMENTAIRE PUBLIQUE,Public,17800,45.551495696493866,-0.5143804445540232
Ecole primaire Docteur Ménudier Chermignac,ECOLE PRIMAIRE PUBLIQUE,Public,17460,45.68382444258477,-0.6702805119075872
Ecole élémentaire Courcoury,ECOLE ELEMENTAIRE PUBLIQUE,Public,17100,45.7097680642741,-0.5769904211773752
Ecole primaire Poitevin Les Gonds,ECOLE PRIMAIRE PUBLIQUE,Public,17100,45.71477986551877,-0.6174403988137008
Ecole élémentaire St Georges des Coteaux,ECOLE ELEMENTAIRE PUBLIQUE,Public,17810,45.763513236873045,-0.7106599935423712
Ecole primaire Varzay,ECOLE PRIMAIRE PUBLIQUE,Public,17460,45.70486192090313,-0.7355004097166761
Ecole élémentaire Léo Lagrange Saintes,ECOLE ELEMENTAIRE PUBLIQUE,Public,17100,45.738626686985114,-0.6203495287342339
Ecole élémentaire Jules Ferry Saintes,ECOLE ELEMENTAIRE PUBLIQUE,Public,17100,45.74276534725065,-0.6390403571643603
Collège privé Sainte Marie Saint Jean Baptiste,COLLEGE PRIVE,Privé,17200,45.62855727340563,-0.9967594126204472
Collège Samuel Dumenieu,COLLEGE,Public,17130,45.28653568193336,-0.398469517463379
Ecole maternelle Les Tilleuls Marennes,ECOLE MATERNELLE PUBLIQUE,Public,17320,45.82470415964497,-1.1047855953804548
Ecole maternelle Agrippa d'Aubigné Pons,ECOLE MATERNELLE PUBLIQUE,Public,17800,45.58036398172396,-0.5510165359726179
Ecole maternelle Arcère La Rochelle,ECOLE MATERNELLE PUBLIQUE,Public,17000,46.16401847020795,-1.1509596636959678
Ecole maternelle Bongraine La Rochelle,ECOLE MATERNELLE PUBLIQUE,Public,17000,46.14167658458486,-1.1429302208387764
Ecole maternelle Pierre Loti La Rochelle,ECOLE MATERNELLE PUBLIQUE,Public,17000,46.162496453291425,-1.1756701277615753
Ecole maternelle Louis Gaucher Ste marie de Ré,ECOLE MATERNELLE PUBLIQUE,Public,17740,46.156276377071336,-1.3222205550253772
Ecole primaire du bois marais St Ouen d'Aunis,ECOLE PRIMAIRE PUBLIQUE,Public,17230,46.22768442983301,-1.0348794969424544
Ecole élémentaire Pierre Loti St Pierre d'Oléron,ECOLE ELEMENTAIRE PUBLIQUE,Public,17310,45.945032939337764,-1.3054299267232807
Ecole maternelle Marie Curie Angoulins,ECOLE MATERNELLE PUBLIQUE,Public,17690,46.10651422194914,-1.1102499580641518
Ecole maternelle Françoise Dolto Le Château d'Oléron,ECOLE MATERNELLE PUBLIQUE,Public,17480,45.885281983603676,-1.19783035058973
Ecole maternelle Pierre Jonchery Chatelaillon Plage,ECOLE MATERNELLE PUBLIQUE,Public,17340,46.069622329815104,-1.0896897664016587
Ecole élémentaire Henri Pouzol St Fort sur Gironde,ECOLE ELEMENTAIRE PUBLIQUE,Public,17240,45.459870277708674,-0.7209945590915887
Ecole élémentaire St Germain du Seudre,ECOLE ELEMENTAIRE PUBLIQUE,Public,17240,45.51297446756951,-0.6671599292393245
Ecole élémentaire de l'Or Blanc St Jean d'Angle,ECOLE ELEMENTAIRE PUBLIQUE,Public,17620,45.81707512455674,-0.9479443835988107
Ecole primaire St Laurent de la Prée,ECOLE PRIMAIRE PUBLIQUE,Public,17450,45.992908148714434,-1.0240599881016046
Ecole élémentaire Marie Marvingt La Rochelle,ECOLE ELEMENTAIRE PUBLIQUE,Public,17000,46.16808885536741,-1.2003200224856516
Ecole élémentaire Louis Guillet La Rochelle,ECOLE ELEMENTAIRE PUBLIQUE,Public,17000,46.16989229916604,-1.1847895252239098
Ecole primaire Romegoux,ECOLE PRIMAIRE PUBLIQUE,Public,17250,45.87010107921383,-0.8072395350692928
Ecole élémentaire Jean Papeau Royan,ECOLE ELEMENTAIRE PUBLIQUE,Public,17200,45.6448976573669,-1.0326798258093028
Ecole élémentaire St Agnant,ECOLE ELEMENTAIRE PUBLIQUE,Public,17620,45.870480211440864,-0.9618102357004087
Ecole élémentaire St Ciers Champagne,ECOLE ELEMENTAIRE PUBLIQUE,Public,17520,45.44257427600896,-0.29889014642421224
Ecole élémentaire Jules Ferry Surgères,ECOLE ELEMENTAIRE PUBLIQUE,Public,17700,46.10759198037485,-0.7485203648666797
Ecole élémentaire Jean Jaurès Surgères,ECOLE ELEMENTAIRE PUBLIQUE,Public,17700,46.10985591366928,-0.7548097034472765
Ecole primaire Taugon,ECOLE PRIMAIRE PUBLIQUE,Public,17170,46.30823334863091,-0.8310075179436595
Ecole élémentaire Le Thou,ECOLE ELEMENTAIRE PUBLIQUE,Public,17290,46.0848538211582,-0.9199902056120635
Ecole primaire André Fort Vergeroux,ECOLE PRIMAIRE PUBLIQUE,Public,17300,45.96090690242246,-0.9857899113648276
Ecole primaire Desmoulins Vérines,ECOLE PRIMAIRE PUBLIQUE,Public,17540,46.19285576788002,-0.9650799939836808
Ecole maternelle Virson,ECOLE MATERNELLE PUBLIQUE,Public,17290,46.14180866296507,-0.8992099090540107
Ecole élémentaire Marcelin Berthelot La Rochelle,ECOLE ELEMENTAIRE PUBLIQUE,Public,17000,46.163829340584805,-1.1860501156715872
Ecole élémentaire d'application Palissy La Rochelle,ECOLE ELEMENTAIRE D'APPLICATIO,Public,17000,46.17039576212335,-1.1628500583361248
Ecole élémentaire Anatole France Rochefort,ECOLE ELEMENTAIRE PUBLIQUE,Public,17300,45.94090460288523,-0.975270398551687
Ecole élémentaire Sousmoulins,ECOLE ELEMENTAIRE PUBLIQUE,Public,17130,45.314206120572464,-0.3270205539367487
Ecole élémentaire Mirambeau,ECOLE ELEMENTAIRE PUBLIQUE,Public,17150,45.37053618293794,-0.570779429373056
Ecole primaire Montroy,ECOLE PRIMAIRE PUBLIQUE,Public,17220,46.15623746213406,-1.013009912141534
Ecole élémentaire Neuvicq,ECOLE ELEMENTAIRE PUBLIQUE,Public,17270,45.2454172005789,-0.1815396959413737
Ecole élémentaire Ozillac,ECOLE ELEMENTAIRE PUBLIQUE,Public,17500,45.3923189130064,-0.3949295451538231
Ecole maternelle Plassay,ECOLE MATERNELLE PUBLIQUE,Public,17250,45.820068850170806,-0.7237405913728758
Ecole élémentaire le renard l'Houmeau,ECOLE ELEMENTAIRE PUBLIQUE,Public,17137,46.19443663756018,-1.1862203023386861
Ecole élémentaire Jules Verne La Jarrie,ECOLE ELEMENTAIRE PUBLIQUE,Public,17220,46.12952628644839,-1.0061900552307763
Ecole élémentaire André Malraux Jonzac,ECOLE ELEMENTAIRE PUBLIQUE,Public,17500,45.44058815569948,-0.43622954069150255
Ecole élémentaire Lonzac,ECOLE ELEMENTAIRE PUBLIQUE,Public,17520,45.595436336871586,-0.3917098579403362
